benchmark,model,lang_pair,bilingual_type,checkpoint,eval_language,accuracy,n_correct,n_total
blimp_nl,BeetleLM/beetlelm_nld-deu_part_time,nld-deu,part_time,step-15288,Dutch,0.703556,6332,9000
blimp_nl,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-18000,Dutch,0.642444,5782,9000
blimp_nl,BeetleLM/beetlelm_nld-deu_part_time,nld-deu,part_time,step-16000,Dutch,0.489111,4402,9000
blimp_nl,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-18330,Dutch,0.660222,5942,9000
blimp_nl,BeetleLM/beetlelm_nld-deu_part_time,nld-deu,part_time,step-17000,Dutch,0.485667,4371,9000
blimp_nl,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-18341,Dutch,0.660556,5945,9000
blimp_nl,BeetleLM/beetlelm_nld-deu_part_time,nld-deu,part_time,step-18000,Dutch,0.535444,4819,9000
blimp_nl,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-1000,Dutch,0.496444,4468,9000
blimp_nl,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-18941,Dutch,0.661556,5954,9000
blimp_nl,BeetleLM/beetlelm_nld-bul_late,nld-bul,late,step-2000,Dutch,0.517111,4654,9000
blimp_nl,BeetleLM/beetlelm_nld-deu_part_time,nld-deu,part_time,step-19000,Dutch,0.671556,6044,9000
blimp_nl,BeetleLM/beetlelm_zho-nld_balanced,zho-nld,balanced,step-19000,Dutch,0.655333,5898,9000
