benchmark,model,lang_pair,bilingual_type,checkpoint,eval_language,accuracy,n_correct,n_total
blimp_nl,BeetleLM/beetlelm_nld_mono,nld,mono,step-28000,Dutch,0.694889,6254,9000
blimp_nl,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-9776,Dutch,0.610556,5495,9000
blimp_nl,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-7000,Dutch,0.459333,4134,9000
blimp_nl,BeetleLM/beetlelm_nld-bul_heritage,nld-bul,heritage,step-25000,Dutch,0.741556,6674,9000
blimp_nl,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-10998,Dutch,0.635778,5722,9000
blimp_nl,BeetleLM/beetlelm_nld_L1-eng_L2_simultaneous,nld_L1-eng_L2,simultaneous,step-11000,Dutch,0.647556,5828,9000
blimp_nl,BeetleLM/beetlelm_nld-bul_balanced,nld-bul,balanced,step-10000,Dutch,0.591222,5321,9000
blimp_nl,BeetleLM/beetlelm_fas-nld_sequential,fas-nld,sequential,step-8000,Dutch,0.476444,4288,9000
blimp_nl,BeetleLM/beetlelm_nld_mono,nld,mono,step-29000,Dutch,0.690889,6218,9000
blimp_nl,BeetleLM/beetlelm_eng-nld_balanced,eng-nld,balanced,step-11000,Dutch,0.637444,5737,9000
